,challenge,sample,similarity
2740,3.0,526.0,0.8005234679458006
2400,3.0,186.0,0.7988770042174788
2526,3.0,312.0,0.7984655626661987
2219,3.0,5.0,0.7983196116462379
2231,3.0,17.0,0.7978980707540156
2816,3.0,602.0,0.7978357641543116
2367,3.0,153.0,0.7964860903209476
2245,3.0,31.0,0.7963924986972413
2482,3.0,268.0,0.7963721564008647
2351,3.0,137.0,0.7962418843503523
3300,4.0,348.0,0.7961115556986822
428,0.0,428.0,0.7960109850599919
2730,3.0,516.0,0.7958358047128004
3546,4.0,594.0,0.7957042360251831
2471,3.0,257.0,0.7953023740295492
1952,2.0,476.0,0.7946107697361795
2742,3.0,528.0,0.7938694429614296
1990,2.0,514.0,0.7937365056285208
2584,3.0,370.0,0.7930773743414807
2304,3.0,90.0,0.7908109156760222
2857,3.0,643.0,0.7904091980717329
2566,3.0,352.0,0.7892998947483432
2776,3.0,562.0,0.7889009314259062
2696,3.0,482.0,0.7888592851141348
329,0.0,329.0,0.7878706111975534
465,0.0,465.0,0.78774459224311
2683,3.0,469.0,0.7876805832921687
1534,2.0,58.0,0.78696826465882
146,0.0,146.0,0.7868040244714427
3330,4.0,378.0,0.7863623221747295
2298,3.0,84.0,0.7862859069182175
1569,2.0,93.0,0.7861878022728223
51,0.0,51.0,0.7859504670902429
2270,3.0,56.0,0.7850138018858962
1580,2.0,104.0,0.7829525238356304
2972,4.0,20.0,0.7827334283214336
2662,3.0,448.0,0.7825703583020878
115,0.0,115.0,0.7821519028403836
2428,3.0,214.0,0.7804001869797373
1702,2.0,226.0,0.7799448798172308
1800,2.0,324.0,0.7797024995673404
2096,2.0,620.0,0.7797013428088942
3061,4.0,109.0,0.7787867740947924
398,0.0,398.0,0.7783577914400422
2790,3.0,576.0,0.7779452946944494
2948,3.0,734.0,0.777205303785661
1983,2.0,507.0,0.7761286086139286
383,0.0,383.0,0.7758683692093403
3035,4.0,83.0,0.7758556292526481
2582,3.0,368.0,0.7744734925498157
2016,2.0,540.0,0.7740676505370836
2577,3.0,363.0,0.7739099836433723
509,0.0,509.0,0.7739005005502296
72,0.0,72.0,0.7737237901102031
2260,3.0,46.0,0.7731591876167543
669,0.0,669.0,0.7730885349180769
436,0.0,436.0,0.7729366306367155
2651,3.0,437.0,0.7729196583071296
2476,3.0,262.0,0.7726442635528357
2643,3.0,429.0,0.7723990350911153
188,0.0,188.0,0.772282288399048
1631,2.0,155.0,0.7720422635110131
228,0.0,228.0,0.7715357969660204
2255,3.0,41.0,0.7715146036078782
2838,3.0,624.0,0.7713119577141062
731,0.0,731.0,0.771147884723712
3556,4.0,604.0,0.7710708013589191
2199,2.0,723.0,0.7696068476986951
2600,3.0,386.0,0.7695257832465388
648,0.0,648.0,0.7694156318038208
2301,3.0,87.0,0.769090711649456
342,0.0,342.0,0.7690819267772604
186,0.0,186.0,0.7685040035588996
2258,3.0,44.0,0.7682363299242376
2585,3.0,371.0,0.768159628615316
2867,3.0,653.0,0.7680137708035418
2751,3.0,537.0,0.7669125340781191
2607,3.0,393.0,0.7660521087278729
2376,3.0,162.0,0.765645643721369
2629,3.0,415.0,0.764301823310811
653,0.0,653.0,0.763919951039748
2373,3.0,159.0,0.763845645972961
2588,3.0,374.0,0.763254975322179
264,0.0,264.0,0.7630352999067576
2259,3.0,45.0,0.7628448917817046
2416,3.0,202.0,0.7627196449570256
113,0.0,113.0,0.7626067165606432
725,0.0,725.0,0.7622594239966259
2836,3.0,622.0,0.7618749147256354
3110,4.0,158.0,0.7616744415933888
2620,3.0,406.0,0.7615105746515735
2431,3.0,217.0,0.7610296858908436
2734,3.0,520.0,0.7608256791023484
2480,3.0,266.0,0.7602464048245379
1280,1.0,542.0,0.7595008813120413
2830,3.0,616.0,0.7590192578596143
520,0.0,520.0,0.7590030030489562
2905,3.0,691.0,0.7589303306574957
606,0.0,606.0,0.758846764682733
644,0.0,644.0,0.7583535256968674
2521,3.0,307.0,0.7581104072532415
161,0.0,161.0,0.7580851708963532
438,0.0,438.0,0.7579912763086442
2583,3.0,369.0,0.7577749903617205
388,0.0,388.0,0.7577328168073041
2743,3.0,529.0,0.7570769385288545
207,0.0,207.0,0.756685513057306
11,0.0,11.0,0.7558735952328846
2469,3.0,255.0,0.755682347842456
582,0.0,582.0,0.7555779139129885
231,0.0,231.0,0.7549674507307218
118,0.0,118.0,0.7548745295097742
2368,3.0,154.0,0.7547785236837667
193,0.0,193.0,0.7535539388770757
86,0.0,86.0,0.7533557664386296
485,0.0,485.0,0.7530157254674239
3083,4.0,131.0,0.7529382575605482
2375,3.0,161.0,0.7525734567803328
2327,3.0,113.0,0.752195940652974
2569,3.0,355.0,0.7514143052949511
2432,3.0,218.0,0.7511874547115164
2329,3.0,115.0,0.7508843630338689
607,0.0,607.0,0.750507025488851
720,0.0,720.0,0.750021962786796
1511,2.0,35.0,0.7496646844385091
2945,3.0,731.0,0.7492394005540928
3164,4.0,212.0,0.7486752645279092
3444,4.0,492.0,0.7486337141333562
2355,3.0,141.0,0.7486081366434358
2868,3.0,654.0,0.7483111295318609
2939,3.0,725.0,0.7478165949479727
194,0.0,194.0,0.7472855557909076
2808,3.0,594.0,0.7468947733032655
2626,3.0,412.0,0.7465466623932139
479,0.0,479.0,0.7465298791702807
2485,3.0,271.0,0.7462869831906652
2402,3.0,188.0,0.7459284552365465
2903,3.0,689.0,0.7456966611133208
2475,3.0,261.0,0.7451653327236307
2575,3.0,361.0,0.7447819340553553
736,0.0,736.0,0.7446118484314401
1522,2.0,46.0,0.7439536108193567
372,0.0,372.0,0.743669374463622
2515,3.0,301.0,0.7436172850031726
2353,3.0,139.0,0.7433233755455204
1826,2.0,350.0,0.7432662652501374
2248,3.0,34.0,0.7432315060586207
370,0.0,370.0,0.7427679467150563
2506,3.0,292.0,0.7426670704023418
284,0.0,284.0,0.7422670583132153
2950,3.0,736.0,0.7422591015596343
287,0.0,287.0,0.7421542585409019
2714,3.0,500.0,0.7420439033993771
2932,3.0,718.0,0.7414980638249211
2249,3.0,35.0,0.7413445093150351
2306,3.0,92.0,0.7405141994278852
2906,3.0,692.0,0.7398065675067225
3232,4.0,280.0,0.7397863483960736
1766,2.0,290.0,0.7395251835383855
523,0.0,523.0,0.7394347981378101
2884,3.0,670.0,0.7392266784732444
687,0.0,687.0,0.7392186455828583
2614,3.0,400.0,0.7381971338672297
43,0.0,43.0,0.7380794334248993
391,0.0,391.0,0.7379763481135159
3245,4.0,293.0,0.7373629394826801
2474,3.0,260.0,0.7367621980689599
2264,3.0,50.0,0.7363346962692322
2817,3.0,603.0,0.7362623058481631
2775,3.0,561.0,0.7362518316516274
2589,3.0,375.0,0.7357262478728427
15,0.0,15.0,0.7355507421014889
2698,3.0,484.0,0.7352448690714749
111,0.0,111.0,0.734555790295491
2442,3.0,228.0,0.7345432324653605
2359,3.0,145.0,0.7336507428589796
41,0.0,41.0,0.7335658620102847
2798,3.0,584.0,0.7334539759666103
19,0.0,19.0,0.7333684881041915
3686,4.0,734.0,0.7332030453502302
2220,3.0,6.0,0.7329202763387669
2586,3.0,372.0,0.7327338177921622
2618,3.0,404.0,0.7326176512433478
2460,3.0,246.0,0.732270504098141
2071,2.0,595.0,0.7321906903093967
5,0.0,5.0,0.731996356764712
2644,3.0,430.0,0.7314597140318481
2859,3.0,645.0,0.7312201045160392
2458,3.0,244.0,0.7310924235727638
3171,4.0,219.0,0.7310300589314824
2871,3.0,657.0,0.7307793312490202
2955,4.0,3.0,0.7307233490770857
332,0.0,332.0,0.7301550035281461
282,0.0,282.0,0.7301543422588807
211,0.0,211.0,0.7301135530831389
335,0.0,335.0,0.7299315988064777
2370,3.0,156.0,0.7298253228818905
429,0.0,429.0,0.7295832880166286
2320,3.0,106.0,0.7294790966068287
2454,3.0,240.0,0.7294237507392107
315,0.0,315.0,0.7294196751459529
22,0.0,22.0,0.7292490068385769
2864,3.0,650.0,0.7291539155881245
1668,2.0,192.0,0.7290492984099634
120,0.0,120.0,0.7290015753772713
2880,3.0,666.0,0.7287263195256679
427,0.0,427.0,0.728614072236399
500,0.0,500.0,0.7279213246490172
2599,3.0,385.0,0.7279081800755721
116,0.0,116.0,0.7276117172158598
2820,3.0,606.0,0.7275887158930511
3100,4.0,148.0,0.7275296140254205
2723,3.0,509.0,0.727302530310619
2563,3.0,349.0,0.7270876529621355
484,0.0,484.0,0.7270413786192618
2715,3.0,501.0,0.7267412938435968
2562,3.0,348.0,0.7259886762998555
1599,2.0,123.0,0.7255836611450742
344,0.0,344.0,0.7253339417514426
624,0.0,624.0,0.7253161825613478
2558,3.0,344.0,0.7251570926372132
259,0.0,259.0,0.725064843446147
2736,3.0,522.0,0.7246741521471151
2228,3.0,14.0,0.7245516864931738
2837,3.0,623.0,0.7243014989662486
2229,3.0,15.0,0.7237644187413623
3618,4.0,666.0,0.7231181746546687
2679,3.0,465.0,0.7224961119902774
2602,3.0,388.0,0.7224284470212397
2752,3.0,538.0,0.7224219532420236
2767,3.0,553.0,0.7223118621746865
2456,3.0,242.0,0.7221229021615129
645,0.0,645.0,0.7221055334084397
2885,3.0,671.0,0.7220295531295445
2676,3.0,462.0,0.72194766625064
2667,3.0,453.0,0.7218693327663249
3274,4.0,322.0,0.7211827551344285
2490,3.0,276.0,0.720794880243558
2815,3.0,601.0,0.7207712831812454
538,0.0,538.0,0.7205611739043771
2271,3.0,57.0,0.7198197347151543
2693,3.0,479.0,0.7194125609456185
306,0.0,306.0,0.7187354594850396
2277,3.0,63.0,0.7187080400530081
2887,3.0,673.0,0.7185389752683432
3368,4.0,416.0,0.7179398079020816
3284,4.0,332.0,0.7178778103954206
2853,3.0,639.0,0.7177119556097247
1655,2.0,179.0,0.7174110236428908
2572,3.0,358.0,0.7173670827305084
249,0.0,249.0,0.7170171735667493
3511,4.0,559.0,0.7165948736443539
843,1.0,105.0,0.7163007338621993
2335,3.0,121.0,0.7159319515001893
1237,1.0,499.0,0.7158700609307228
2788,3.0,574.0,0.7158448241352879
2439,3.0,225.0,0.7156617904678235
1234,1.0,496.0,0.7150531023698815
2338,3.0,124.0,0.7150056403649142
195,0.0,195.0,0.7148391556040119
137,0.0,137.0,0.7148145068333522
2330,3.0,116.0,0.7145216069955426
2874,3.0,660.0,0.7140446697383588
623,0.0,623.0,0.7139992397965964
1620,2.0,144.0,0.7139556085132377
495,0.0,495.0,0.7138378722751161
323,0.0,323.0,0.7138085726700805
317,0.0,317.0,0.7134963080660343
2998,4.0,46.0,0.7134926568868194
3179,4.0,227.0,0.7134752653483439
1928,2.0,452.0,0.7134748559036305
2828,3.0,614.0,0.7128689605303158
2856,3.0,642.0,0.7124651293845685
387,0.0,387.0,0.7121049238284842
671,0.0,671.0,0.7120043854350874
2882,3.0,668.0,0.711953678528566
2640,3.0,426.0,0.7119447950721586
2470,3.0,256.0,0.7114981845562339
433,0.0,433.0,0.7114799694260623
10,0.0,10.0,0.7109305622325663
2182,2.0,706.0,0.7100120963921355
2832,3.0,618.0,0.7099952955998627
414,0.0,414.0,0.7098500414833895
1536,2.0,60.0,0.7092978207834775
1723,2.0,247.0,0.7092757089612768
2881,3.0,667.0,0.709212421655047
3270,4.0,318.0,0.7091303918110149
3465,4.0,513.0,0.7091081406941839
327,0.0,327.0,0.7090657223613974
2299,3.0,85.0,0.7089861079922821
2804,3.0,590.0,0.7089035309738316
2433,3.0,219.0,0.7087422419487686
642,0.0,642.0,0.7085313493202118
2334,3.0,120.0,0.7081095884004502
622,0.0,622.0,0.7080773880898138
453,0.0,453.0,0.7078088696247755
2661,3.0,447.0,0.7076532601121173
3278,4.0,326.0,0.7074608257382793
1933,2.0,457.0,0.7072694645638862
2502,3.0,288.0,0.707205049834836
2282,3.0,68.0,0.7071090820108897
537,0.0,537.0,0.7070503369792395
1557,2.0,81.0,0.706894370115428
328,0.0,328.0,0.7067998449655462
3391,4.0,439.0,0.7067181862761436
2652,3.0,438.0,0.706392352047251
862,1.0,124.0,0.7062428108395217
2655,3.0,441.0,0.7061081915113999
2622,3.0,408.0,0.7057201827658192
2610,3.0,396.0,0.7054991281580028
2,0.0,2.0,0.7054708197400748
1693,2.0,217.0,0.7054326924331324
431,0.0,431.0,0.7051895749546466
2448,3.0,234.0,0.7046312648834726
150,0.0,150.0,0.7042328016187266
1169,1.0,431.0,0.7040033013683373
1627,2.0,151.0,0.7039480628605086
2645,3.0,431.0,0.7037917608619239
1778,2.0,302.0,0.703620336300669
2746,3.0,532.0,0.703541988517457
3476,4.0,524.0,0.7035148093295017
2772,3.0,558.0,0.7033965120421606
2357,3.0,143.0,0.7030717112721463
2821,3.0,607.0,0.7028381054977142
637,0.0,637.0,0.7028022833332455
3089,4.0,137.0,0.7026953554313629
14,0.0,14.0,0.7026463345369087
2766,3.0,552.0,0.7025658714129028
729,0.0,729.0,0.7023340968130729
2256,3.0,42.0,0.7023207606596386
2697,3.0,483.0,0.7021117603404081
9,0.0,9.0,0.7019037704160701
1743,2.0,267.0,0.701856706600014
603,0.0,603.0,0.7016883878987329
2424,3.0,210.0,0.7015650257914151
2302,3.0,88.0,0.7011907406956681
2319,3.0,105.0,0.7007534566967234
2672,3.0,458.0,0.7007296239596784
1561,2.0,85.0,0.7004904157428419
2560,3.0,346.0,0.7003498366057953
2273,3.0,59.0,0.7001168756398374
1126,1.0,388.0,0.700067800112118
156,0.0,156.0,0.6999360220030596
2011,2.0,535.0,0.6997078226855976
2739,3.0,525.0,0.6994608876995818
2744,3.0,530.0,0.6991526700367512
2504,3.0,290.0,0.6990785009868908
2352,3.0,138.0,0.6990359225307359
2498,3.0,284.0,0.6989855293271108
141,0.0,141.0,0.6988452150357238
81,0.0,81.0,0.6982770473305192
702,0.0,702.0,0.69788968342014
162,0.0,162.0,0.6970744783585313
2360,3.0,146.0,0.6970635442658517
490,0.0,490.0,0.6966943946899149
13,0.0,13.0,0.6965126110119091
710,0.0,710.0,0.6964764900783272
2210,2.0,734.0,0.6964126056048682
238,0.0,238.0,0.6963390002114839
2705,3.0,491.0,0.6960804102783904
3584,4.0,632.0,0.6958958409787342
900,1.0,162.0,0.6958115295330084
356,0.0,356.0,0.695658301081499
2753,3.0,539.0,0.6956509243433915
2552,3.0,338.0,0.6956258801644867
2464,3.0,250.0,0.6951655407970061
4,0.0,4.0,0.6947910731502439
1795,2.0,319.0,0.6947817231503469
3434,4.0,482.0,0.69474712263776
3640,4.0,688.0,0.694606429247912
2021,2.0,545.0,0.6944234819169747
1638,2.0,162.0,0.6942520602181881
467,0.0,467.0,0.6940443798622911
1503,2.0,27.0,0.6940291624115849
2940,3.0,726.0,0.6939344991851125
2852,3.0,638.0,0.6938113019840327
2262,3.0,48.0,0.6937910892801034
2374,3.0,160.0,0.6934906229886844
2414,3.0,200.0,0.6934862176948969
1476,2.0,0.0,0.6933759940280111
2713,3.0,499.0,0.6932270091465781
1571,2.0,95.0,0.6932074842027839
2217,3.0,3.0,0.6931235030435966
2738,3.0,524.0,0.6929271739632448
2543,3.0,329.0,0.6926004799653189
2896,3.0,682.0,0.6924122837460607
2850,3.0,636.0,0.6922618187602664
2481,3.0,267.0,0.6920019626599914
3660,4.0,708.0,0.6912850660992718
2230,3.0,16.0,0.6908540269142869
734,0.0,734.0,0.6902154087255306
2336,3.0,122.0,0.6902105593158758
2443,3.0,229.0,0.6901437200242629
26,0.0,26.0,0.6894583318870583
416,0.0,416.0,0.6886270940786813
3227,4.0,275.0,0.6884734190789885
2263,3.0,49.0,0.6884440666269316
499,0.0,499.0,0.687914441218615
3516,4.0,564.0,0.6877555623900724
2261,3.0,47.0,0.6877261956207933
3254,4.0,302.0,0.6876293211190427
2571,3.0,357.0,0.6873628610612638
2421,3.0,207.0,0.687190664763428
1463,1.0,725.0,0.6870817725513805
124,0.0,124.0,0.6870792252680575
2043,2.0,567.0,0.6868397160431623
2215,3.0,1.0,0.6866482974684976
779,1.0,41.0,0.6866169955290039
899,1.0,161.0,0.6864785844234945
3412,4.0,460.0,0.6863130847571424
2118,2.0,642.0,0.6862408603669711
2308,3.0,94.0,0.6858545432887535
2591,3.0,377.0,0.685727829406848
524,0.0,524.0,0.6854643396124127
1900,2.0,424.0,0.6849047667318566
2224,3.0,10.0,0.6840693101723799
189,0.0,189.0,0.6839204403040711
2741,3.0,527.0,0.6836234170228916
34,0.0,34.0,0.6835689314489468
2250,3.0,36.0,0.6833769892924904
2300,3.0,86.0,0.6832240403471023
474,0.0,474.0,0.6831405563606628
2878,3.0,664.0,0.6831071224611317
23,0.0,23.0,0.6831044886259441
2935,3.0,721.0,0.6829422193030585
2161,2.0,685.0,0.6829138302974602
200,0.0,200.0,0.6828706169516175
3320,4.0,368.0,0.6827266150823313
2547,3.0,333.0,0.6825621139938959
683,0.0,683.0,0.6823978891708639
1816,2.0,340.0,0.6818501659910096
270,0.0,270.0,0.6812051343905137
2875,3.0,661.0,0.6809808128095265
2758,3.0,544.0,0.6808754123343682
47,0.0,47.0,0.6808013866391815
374,0.0,374.0,0.6807160437232769
2699,3.0,485.0,0.6805736004886291
1645,2.0,169.0,0.6801880764206739
2297,3.0,83.0,0.680009485910367
216,0.0,216.0,0.6795077953523716
2450,3.0,236.0,0.6794591567180321
2538,3.0,324.0,0.6793451375080873
2964,4.0,12.0,0.6792011236095389
2419,3.0,205.0,0.6791235756360653
2350,3.0,136.0,0.678969263692837
568,0.0,568.0,0.6789609541982692
352,0.0,352.0,0.6789242665711052
2891,3.0,677.0,0.6785710590953197
2835,3.0,621.0,0.678509418656641
2339,3.0,125.0,0.6784655608741128
635,0.0,635.0,0.6781891272700132
515,0.0,515.0,0.6779781912697341
591,0.0,591.0,0.6777521885642751
2110,2.0,634.0,0.6774469952775959
2415,3.0,201.0,0.6771421285510374
3293,4.0,341.0,0.6766990443135786
290,0.0,290.0,0.6763842388072389
2805,3.0,591.0,0.6763040739108077
2780,3.0,566.0,0.6761266357944858
2914,3.0,700.0,0.6756119723436271
952,1.0,214.0,0.6756014458196579
1944,2.0,468.0,0.6754775185932076
1375,1.0,637.0,0.6749592713854793
157,0.0,157.0,0.6747997270139793
3679,4.0,727.0,0.6744877904650406
2763,3.0,549.0,0.674163198508816
2257,3.0,43.0,0.673965363050356
1192,1.0,454.0,0.6739209082075116
1172,1.0,434.0,0.673854583892481
2501,3.0,287.0,0.6734530055161662
1127,1.0,389.0,0.6728633871790994
2293,3.0,79.0,0.6723591728320476
214,0.0,214.0,0.6721679940898482
1306,1.0,568.0,0.6721435139234402
297,0.0,297.0,0.6717651685387687
1921,2.0,445.0,0.6712588226458336
2773,3.0,559.0,0.671043863224568
2409,3.0,195.0,0.6710388005587382
1788,2.0,312.0,0.6704342535467265
701,0.0,701.0,0.6698935893110789
2408,3.0,194.0,0.6694454505192419
1876,2.0,400.0,0.669432481215038
2142,2.0,666.0,0.6689737036488539
2511,3.0,297.0,0.668965323454194
397,0.0,397.0,0.6689037990740984
2190,2.0,714.0,0.6688669211253606
2657,3.0,443.0,0.6687434320799208
336,0.0,336.0,0.6685424794769144
1956,2.0,480.0,0.668436355173441
3357,4.0,405.0,0.6684038087782768
2942,3.0,728.0,0.6683395539649387
1888,2.0,412.0,0.6679489936106736
159,0.0,159.0,0.6679013580619422
3183,4.0,231.0,0.667873927772809
2796,3.0,582.0,0.6674621588157601
3135,4.0,183.0,0.6670262499298916
396,0.0,396.0,0.6666742094465006
421,0.0,421.0,0.6664129083048586
536,0.0,536.0,0.6661787303099629
293,0.0,293.0,0.6661599192134194
2422,3.0,208.0,0.6655457339497772
384,0.0,384.0,0.6654584766709646
